ジャルジャルのネタのタネ『○○にスカウトする奴』【JARUJARUTOWER】	3DlDwXlCy3U	https://www.youtube.com/watch?v=3DlDwXlCy3U	https://i.ytimg.com/vi/3DlDwXlCy3U/default.jpg	2018-03-15T09:00:00Z
ジャルジャルのネタのタネ『ツッコミの声は聞こえてないと信じてる奴』【JARUJARUTOWER】	Dv_vyGG7UyE	https://www.youtube.com/watch?v=Dv_vyGG7UyE	https://i.ytimg.com/vi/Dv_vyGG7UyE/default.jpg	2018-04-07T09:00:00Z
ジャルジャルのネタのタネ『受験前でストレス抱えてる奴』【JARUJARUTOWER】	tgeXP0jq--I	https://www.youtube.com/watch?v=tgeXP0jq--I	https://i.ytimg.com/vi/tgeXP0jq--I/default.jpg	2018-03-25T09:00:04Z
ジャルジャルのネタのタネ『土俵際粘る奴』【JARUJARUTOWER】	hUg5LKigPVw	https://www.youtube.com/watch?v=hUg5LKigPVw	https://i.ytimg.com/vi/hUg5LKigPVw/default.jpg	2018-04-10T09:00:04Z
ジャルジャルのネタのタネ『股からピン球落とす奴』【JARUJARUTOWER】	qjwXh5WWUE8	https://www.youtube.com/watch?v=qjwXh5WWUE8	https://i.ytimg.com/vi/qjwXh5WWUE8/default.jpg	2018-03-23T09:00:05Z
ジャルジャルのネタのタネ『全然すごくない伝統芸する奴』【JARUJARUTOWER】	OAr4uRdP8Xo	https://www.youtube.com/watch?v=OAr4uRdP8Xo	https://i.ytimg.com/vi/OAr4uRdP8Xo/default.jpg	2018-04-05T09:00:05Z
ジャルジャルのネタのタネ『平気で電話出る奴』【JARUJARUTOWER】	s4nBkrXvvKk	https://www.youtube.com/watch?v=s4nBkrXvvKk	https://i.ytimg.com/vi/s4nBkrXvvKk/default.jpg	2018-03-24T09:00:05Z
ジャルジャルのネタのタネ『後藤の誕生日祝う奴』【JARUJARUTOWER】	LDAW5L3IMkg	https://www.youtube.com/watch?v=LDAW5L3IMkg	https://i.ytimg.com/vi/LDAW5L3IMkg/default.jpg	2018-03-20T09:00:03Z
ジャルジャルのネタのタネ『ゲップのせいで泣く奴』【JARUJARUTOWER】	zr_FljYZRQo	https://www.youtube.com/watch?v=zr_FljYZRQo	https://i.ytimg.com/vi/zr_FljYZRQo/default.jpg	2018-03-20T10:42:56Z
ジャルジャルのネタのタネ『サイン長い奴』【JARUJARUTOWER】	clDegSmXBxw	https://www.youtube.com/watch?v=clDegSmXBxw	https://i.ytimg.com/vi/clDegSmXBxw/default.jpg	2018-04-03T09:00:02Z
ジャルジャルのネタのタネ『ものまねがオーバーなっていく奴』【JARUJARUTOWER】	hMJ-yh1YuHY	https://www.youtube.com/watch?v=hMJ-yh1YuHY	https://i.ytimg.com/vi/hMJ-yh1YuHY/default.jpg	2018-04-13T09:00:03Z
ジャルジャルのネタのタネ『笑いそうな奴と怒りそうな奴』【JARUJARUTOWER】	zD2Zw7TgCco	https://www.youtube.com/watch?v=zD2Zw7TgCco	https://i.ytimg.com/vi/zD2Zw7TgCco/default.jpg	2018-03-29T09:00:05Z
ジャルジャルのネタのタネ『見た目で損する奴〜2002執刀医〜』【JARUJARUTOWER】	mDoOuekQelM	https://www.youtube.com/watch?v=mDoOuekQelM	https://i.ytimg.com/vi/mDoOuekQelM/default.jpg	2018-04-11T09:00:05Z
ジャルジャルのネタのタネ『キツイポーズさせ続ける奴』【JARUJARUTOWER】	2uuXL6H39js	https://www.youtube.com/watch?v=2uuXL6H39js	https://i.ytimg.com/vi/2uuXL6H39js/default.jpg	2018-03-27T09:00:00Z
ジャルジャルのネタのタネ『タツヤとジョージ〜霧吹き〜』【JARUJARUTOWER】	Eu-0tBwf1X8	https://www.youtube.com/watch?v=Eu-0tBwf1X8	https://i.ytimg.com/vi/Eu-0tBwf1X8/default.jpg	2018-04-14T09:00:00Z
ジャルジャルのネタのタネ『江戸時代に写真撮る奴』【JARUJARUTOWER】	cUmD2VVXy6A	https://www.youtube.com/watch?v=cUmD2VVXy6A	https://i.ytimg.com/vi/cUmD2VVXy6A/default.jpg	2018-03-22T15:59:24Z
ジャルジャルのネタのタネ『日系アメリカ人に違和感感じる奴』【JARUJARUTOWER】	Gud6cK9FI3k	https://www.youtube.com/watch?v=Gud6cK9FI3k	https://i.ytimg.com/vi/Gud6cK9FI3k/default.jpg	2018-04-08T09:00:01Z
ジャルジャルのネタのタネ『これ見て時間無駄にする奴』【JARUJARUTOWER】	sA1y-jMN09Q	https://www.youtube.com/watch?v=sA1y-jMN09Q	https://i.ytimg.com/vi/sA1y-jMN09Q/default.jpg	2018-04-01T09:00:06Z
ジャルジャルのネタのタネ『だらだら説教する奴』【JARUJARUTOWER】	4TAjriUj-E8	https://www.youtube.com/watch?v=4TAjriUj-E8	https://i.ytimg.com/vi/4TAjriUj-E8/default.jpg	2018-03-28T09:00:00Z
ジャルジャルのネタのタネ『ホテルマンのくせにゲップする奴』【JARUJARUTOWER】	og68LOELgdM	https://www.youtube.com/watch?v=og68LOELgdM	https://i.ytimg.com/vi/og68LOELgdM/default.jpg	2018-03-19T09:00:04Z
ジャルジャルのネタのタネ『ど忘れした奴』【JARUJARUTOWER】	HAGtn6-lxsI	https://www.youtube.com/watch?v=HAGtn6-lxsI	https://i.ytimg.com/vi/HAGtn6-lxsI/default.jpg	2018-03-30T09:00:01Z
ジャルジャルのネタのタネ『パァって言う奴』【JARUJARUTOWER】	0O8N9IbdUZs	https://www.youtube.com/watch?v=0O8N9IbdUZs	https://i.ytimg.com/vi/0O8N9IbdUZs/default.jpg	2018-04-12T09:00:01Z
ジャルジャルのネタのタネ『歴史的な演説する奴』【JARUJARUTOWER】	HBireDTydCI	https://www.youtube.com/watch?v=HBireDTydCI	https://i.ytimg.com/vi/HBireDTydCI/default.jpg	2018-04-04T09:00:00Z
ジャルジャル即興コント『火色の文楽』コミックゼノンコラボコント	2wBh73Z_g4k	https://www.youtube.com/watch?v=2wBh73Z_g4k	https://i.ytimg.com/vi/2wBh73Z_g4k/default.jpg	2018-03-29T10:02:03Z
ジャルジャルのネタのタネ『嘘つき通す奴〜CD〜』【JARUJARUTOWER】	eBiWmdbZ_pQ	https://www.youtube.com/watch?v=eBiWmdbZ_pQ	https://i.ytimg.com/vi/eBiWmdbZ_pQ/default.jpg	2018-04-21T09:00:09Z
ジャルジャルのネタのタネ『機嫌悪い生徒に急に怒り出す奴』【JARUJARUTOWER】	LLR8a0FINsE	https://www.youtube.com/watch?v=LLR8a0FINsE	https://i.ytimg.com/vi/LLR8a0FINsE/default.jpg	2018-04-20T09:00:01Z
ジャルジャルのネタのタネ『才能ありそうな奴』【JARUJARUTOWER】	mhDHHphq35E	https://www.youtube.com/watch?v=mhDHHphq35E	https://i.ytimg.com/vi/mhDHHphq35E/default.jpg	2018-05-14T09:00:08Z
ジャルジャルのネタのタネ『守るけど傷つける奴』【JARUJARUTOWER】	c89pTKNQfQE	https://www.youtube.com/watch?v=c89pTKNQfQE	https://i.ytimg.com/vi/c89pTKNQfQE/default.jpg	2018-04-22T09:00:05Z
ジャルジャルのネタのタネ『屁こいた直後に消臭する奴』【JARUJARUTOWER】	KBJDOMnGALw	https://www.youtube.com/watch?v=KBJDOMnGALw	https://i.ytimg.com/vi/KBJDOMnGALw/default.jpg	2018-04-15T09:00:04Z
ジャルジャルのネタのタネ『関東出身のツッコミ下手な奴』【JARUJARUTOWER】	GNBUR4xOvJY	https://www.youtube.com/watch?v=GNBUR4xOvJY	https://i.ytimg.com/vi/GNBUR4xOvJY/default.jpg	2018-05-13T09:00:05Z
ジャルジャルのネタのタネ『浮きヘルいじる奴　』【JARUJARUTOWER】	kWkToTEVw7U	https://www.youtube.com/watch?v=kWkToTEVw7U	https://i.ytimg.com/vi/kWkToTEVw7U/default.jpg	2018-05-12T09:00:10Z
ジャルジャルのネタのタネ『脚本家って言えへん奴』【JARUJARUTOWER】	7ChhXgpytqk	https://www.youtube.com/watch?v=7ChhXgpytqk	https://i.ytimg.com/vi/7ChhXgpytqk/default.jpg	2018-05-08T09:00:00Z
ジャルジャルのネタのタネ『やきもち焼く奴』【JARUJARUTOWER】	NwpXlLUJmDM	https://www.youtube.com/watch?v=NwpXlLUJmDM	https://i.ytimg.com/vi/NwpXlLUJmDM/default.jpg	2018-05-09T09:00:01Z
ジャルジャルのネタのタネ『先生のこと普段あだ名で呼んでるのバレる奴』【JARUJARUTOWER】	4DdR3p0MCfY	https://www.youtube.com/watch?v=4DdR3p0MCfY	https://i.ytimg.com/vi/4DdR3p0MCfY/default.jpg	2018-04-18T09:00:00Z
ジャルジャルのネタのタネ『耐えたーって言う奴』【JARUJARUTOWER】	jRZyUtYGQ8A	https://www.youtube.com/watch?v=jRZyUtYGQ8A	https://i.ytimg.com/vi/jRZyUtYGQ8A/default.jpg	2018-04-23T09:00:02Z
ジャルジャルのネタのタネ『しょうもない理由で喧嘩する奴』【JARUJARUTOWER】	oXzTyrZ3_pI	https://www.youtube.com/watch?v=oXzTyrZ3_pI	https://i.ytimg.com/vi/oXzTyrZ3_pI/default.jpg	2018-05-11T09:00:04Z
ジャルジャルのネタのタネ『｢あ｣｢え｣｢お｣っていう奴』【JARUJARUTOWER】	75bzqqHTWi4	https://www.youtube.com/watch?v=75bzqqHTWi4	https://i.ytimg.com/vi/75bzqqHTWi4/default.jpg	2018-05-07T09:00:00Z
ジャルジャルのネタのタネ『うそうそって言う奴』【JARUJARUTOWER】	C5HJCKFcDSQ	https://www.youtube.com/watch?v=C5HJCKFcDSQ	https://i.ytimg.com/vi/C5HJCKFcDSQ/default.jpg	2018-04-29T09:00:00Z
ジャルジャルのネタのタネ『高ぶる奴』【JARUJARUTOWER】	l5oRZoa9yPo	https://www.youtube.com/watch?v=l5oRZoa9yPo	https://i.ytimg.com/vi/l5oRZoa9yPo/default.jpg	2018-05-01T09:00:02Z
ジャルジャルのネタのタネ『練習なしで久々にピンポンパンゲームやってみた奴』【JARUJARUTOWER】	6mkNCcm4Ezc	https://www.youtube.com/watch?v=6mkNCcm4Ezc	https://i.ytimg.com/vi/6mkNCcm4Ezc/default.jpg	2018-05-02T09:00:00Z
ジャルジャルのネタのタネ『口で効果音出す奴』【JARUJARUTOWER】	K7IfRosN9lY	https://www.youtube.com/watch?v=K7IfRosN9lY	https://i.ytimg.com/vi/K7IfRosN9lY/default.jpg	2018-04-24T09:00:01Z
ジャルジャルのネタのタネ『葬式で故人偲んでるけど変なことする奴』【JARUJARUTOWER】	CwRRJUnsys8	https://www.youtube.com/watch?v=CwRRJUnsys8	https://i.ytimg.com/vi/CwRRJUnsys8/default.jpg	2018-04-26T09:00:04Z
ジャルジャルのネタのタネ『思い出す奴』【JARUJARUTOWER】	7mATYVYgPKQ	https://www.youtube.com/watch?v=7mATYVYgPKQ	https://i.ytimg.com/vi/7mATYVYgPKQ/default.jpg	2018-04-27T09:00:00Z
ジャルジャルのネタのタネ『しばいた後に小便かける奴』【JARUJARUTOWER】	TQ6SucY7ioc	https://www.youtube.com/watch?v=TQ6SucY7ioc	https://i.ytimg.com/vi/TQ6SucY7ioc/default.jpg	2018-04-19T09:00:01Z
ジャルジャルのネタのタネ『ちゃんとやれって言う奴』【JARUJARUTOWER】	yjmnoCeYN4o	https://www.youtube.com/watch?v=yjmnoCeYN4o	https://i.ytimg.com/vi/yjmnoCeYN4o/default.jpg	2018-04-30T09:00:05Z
ジャルジャルのネタのタネ『話すの下手な奴』【JARUJARUTOWER】	9nAra9h9QFE	https://www.youtube.com/watch?v=9nAra9h9QFE	https://i.ytimg.com/vi/9nAra9h9QFE/default.jpg	2018-04-28T09:00:00Z
ジャルジャルのネタのタネ『ラグビー人口増やしたいからサブリミナル効果使う奴』【JARUJARUTOWER】	G7MH5luD6dU	https://www.youtube.com/watch?v=G7MH5luD6dU	https://i.ytimg.com/vi/G7MH5luD6dU/default.jpg	2018-04-25T09:00:02Z
ジャルジャルのネタのタネ『ゲームとしてガチでピンポンパンゲームやってみる奴』【JARUJARUTOWER】	G9zDXQnmspU	https://www.youtube.com/watch?v=G9zDXQnmspU	https://i.ytimg.com/vi/G9zDXQnmspU/default.jpg	2018-05-03T09:00:01Z
ジャルジャルのネタのタネ『ゲームとしてガチでピンポンパンゲームやってみる奴(攻守交代)』【JARUJARUTOWER】	h2lxWLZAad0	https://www.youtube.com/watch?v=h2lxWLZAad0	https://i.ytimg.com/vi/h2lxWLZAad0/default.jpg	2018-05-05T09:00:03Z
ジャルジャルのネタのタネ『タツヤとジョージ〜ヒゲ剃り滑らし〜』【JARUJARUTOWER】	6jmYZziIf7k	https://www.youtube.com/watch?v=6jmYZziIf7k	https://i.ytimg.com/vi/6jmYZziIf7k/default.jpg	2018-04-17T09:00:01Z
ジャルジャルのネタのタネ『屁の消臭任せられる奴』【JARUJARUTOWER】	qKqU88KVm-M	https://www.youtube.com/watch?v=qKqU88KVm-M	https://i.ytimg.com/vi/qKqU88KVm-M/default.jpg	2018-04-16T09:00:08Z
ジャルジャルのネタのタネ『スタッフと仲良すぎる奴』【JARUJARUTOWER】	Idzr6zndyrY	https://www.youtube.com/watch?v=Idzr6zndyrY	https://i.ytimg.com/vi/Idzr6zndyrY/default.jpg	2018-05-10T09:00:03Z
ジャルジャル即興コント『死神にだって愛はある』(コミックゼノンコラボコント)	aNEXRYYKffQ	https://www.youtube.com/watch?v=aNEXRYYKffQ	https://i.ytimg.com/vi/aNEXRYYKffQ/default.jpg	2018-04-29T09:23:42Z
ジャルジャルのネタのタネ『路上でイタズラする奴』【JARUJARUTOWER】	qOlbJlIKI-A	https://www.youtube.com/watch?v=qOlbJlIKI-A	https://i.ytimg.com/vi/qOlbJlIKI-A/default.jpg	2018-05-06T09:00:10Z
ジャルジャルのネタのタネ『ライブ楽しすぎた奴』【JARUJARUTOWER】	iojP1u7V9XM	https://www.youtube.com/watch?v=iojP1u7V9XM	https://i.ytimg.com/vi/iojP1u7V9XM/default.jpg	2018-05-04T09:00:03Z
ジャルジャルのネタのタネ『ONとOFF、激しい奴』【JARUJARUTOWER】	NNgKjJzPA-s	https://www.youtube.com/watch?v=NNgKjJzPA-s	https://i.ytimg.com/vi/NNgKjJzPA-s/default.jpg	2018-06-11T09:00:04Z
ジャルジャルのネタのタネ『絶対、禿げてる奴』【JARUJARUTOWER】	R8wA2kmFeZQ	https://www.youtube.com/watch?v=R8wA2kmFeZQ	https://i.ytimg.com/vi/R8wA2kmFeZQ/default.jpg	2018-06-02T09:00:03Z
ジャルジャルのネタのタネ『力ずくで耐える奴』【JARUJARUTOWER】	XyAyixUvefU	https://www.youtube.com/watch?v=XyAyixUvefU	https://i.ytimg.com/vi/XyAyixUvefU/default.jpg	2018-05-16T09:00:03Z
ジャルジャルのネタのタネ『吸収力、イカつい台湾の奴』【JARUJARUTOWER】	qmTN2kdbvWM	https://www.youtube.com/watch?v=qmTN2kdbvWM	https://i.ytimg.com/vi/qmTN2kdbvWM/default.jpg	2018-05-20T09:00:03Z
ジャルジャルのネタのタネ『パンプキンボーイ紹介する奴』【JARUJARUTOWER】	NvAvGpjlYdE	https://www.youtube.com/watch?v=NvAvGpjlYdE	https://i.ytimg.com/vi/NvAvGpjlYdE/default.jpg	2018-06-04T09:00:01Z
ジャルジャルのネタのタネ『天才やけど、教えるの下手な奴』【JARUJARUTOWER】	XkdGboocsnc	https://www.youtube.com/watch?v=XkdGboocsnc	https://i.ytimg.com/vi/XkdGboocsnc/default.jpg	2018-05-24T09:00:01Z
ジャルジャルのネタのタネ『「ほんまに行くんか？」って言う奴』【JARUJARUTOWER】	MNKc9MkiGQc	https://www.youtube.com/watch?v=MNKc9MkiGQc	https://i.ytimg.com/vi/MNKc9MkiGQc/default.jpg	2018-06-07T09:00:03Z
ジャルジャルのネタのタネ『死にかけてるの気付かん奴』【JARUJARUTOWER】	IyOSQCDWbaI	https://www.youtube.com/watch?v=IyOSQCDWbaI	https://i.ytimg.com/vi/IyOSQCDWbaI/default.jpg	2018-05-26T09:00:01Z
ジャルジャルのネタのタネ『海よりのバックコーラスな奴』【JARUJARUTOWER】	A-FmK1Hjpwg	https://www.youtube.com/watch?v=A-FmK1Hjpwg	https://i.ytimg.com/vi/A-FmK1Hjpwg/default.jpg	2018-05-25T09:00:01Z
ジャルジャルのネタのタネ『小野寺へ謝罪する奴』【JARUJARUTOWER】	Ctu3P1wKNec	https://www.youtube.com/watch?v=Ctu3P1wKNec	https://i.ytimg.com/vi/Ctu3P1wKNec/default.jpg	2018-05-19T09:00:01Z
ジャルジャルのネタのタネ『二人で授業する奴』【JARUJARUTOWER】	kaucudh5_ko	https://www.youtube.com/watch?v=kaucudh5_ko	https://i.ytimg.com/vi/kaucudh5_ko/default.jpg	2018-05-15T09:00:04Z
ジャルジャルのネタのタネ『キャラ濃いくせに取材NGな奴』【JARUJARUTOWER】	K-XxfVOT7Ug	https://www.youtube.com/watch?v=K-XxfVOT7Ug	https://i.ytimg.com/vi/K-XxfVOT7Ug/default.jpg	2018-06-06T09:00:04Z
ジャルジャルのネタのタネ『先生やめてお笑い目指す奴』【JARUJARUTOWER】	LNwheFZup30	https://www.youtube.com/watch?v=LNwheFZup30	https://i.ytimg.com/vi/LNwheFZup30/default.jpg	2018-05-28T09:00:03Z
ジャルジャルのネタのタネ『ガチガチやんって言う奴』【JARUJARUTOWER】	6uaMYmnPtJo	https://www.youtube.com/watch?v=6uaMYmnPtJo	https://i.ytimg.com/vi/6uaMYmnPtJo/default.jpg	2018-05-23T09:00:02Z
